domain,yin_name,yin_state,yin_website,yin_twitter,yin_youtube,yin_facebook,yin_owner,yin_medium,yin_source,yin_collection_date,yin_is_news
dundalkeagle.com,Dundalk Eagle,MD,http://www.dundalkeagle.com,TheDundalkEagle,http://www.youtube.com/user/eaglevid60,https://www.facebook.com/dundalkeagle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
stardem.com,Star Democrat,MD,http://www.stardem.com,stardem_news,http://www.youtube.com/user/stardemocrat,https://www.facebook.com/StarDemocrat,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
carrollcountytimes.com,Advocate of Eldersburg & Sykesville,MD,http://www.carrollcountytimes.com/news/sykesville,CCTNews,https://www.youtube.com/user/CarrollCountyTimes,https://www.facebook.com/cctnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cecildaily.com,Cecil Whig,MD,http://www.cecildaily.com,cecil_whig,http://www.youtube.com/user/whigonline,https://www.facebook.com/CecilWhig,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
emmitsburg.com,News-Journal,MD,http://www.emmitsburg.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
avenuenews.com,Avenue News,MD,http://www.avenuenews.com,TheAvenueNews,,https://www.facebook.com/theavenuenews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eastcountytimesonline.com,East County Times,MD,http://www.eastcountytimesonline.com,eastcountytimes,,https://www.facebook.com/pages/East-County-Times/194833855361,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
fredericknewspost.com,Frederick News-Post,MD,http://www.fredericknewspost.com,frednewspost,https://www.youtube.com/user/FrederickNewsPost,https://www.facebook.com/fredericknewspost,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
greenbeltnewsreview.com,Greenbelt News Review,MD,http://www.greenbeltnewsreview.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
heraldmailmedia.com,Herald-Mail,MD,http://www.heraldmailmedia.com,heraldmailnews,http://www.youtube.com/user/TheHeraldMailCompany,https://www.facebook.com/TheHeraldMail,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
somdnews.com,Enterprise,MD,http://www.somdnews.com/enterprise,SoMDNews,https://www.youtube.com/channel/UCisTMASyp-chzw2fmNmMyGw,https://www.facebook.com/SouthernMDNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
citizennewspapers.com,Middletown Valley Citizen,MD,http://www.citizennewspapers.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
therepublicannews.com,Republican Newspaper,MD,http://www.therepublicannews.com,,,https://www.facebook.com/pages/Sincell-Publishing-CompanyThe-Republican-Newspaper/155739074469889,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mdcoastdispatch.com,Maryland Coast Dispatch,MD,http://mdcoastdispatch.com,,,https://www.facebook.com/thedispatchoc,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
oceancitytoday.net,Ocean City Today,MD,http://www.oceancitytoday.net,,,https://www.facebook.com/oceancitytoday,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thesentinel.com,Montgomery County Sentinel,MD,http://www.thesentinel.com/mont,mocosentinel,https://www.youtube.com/user/TheMocoVox,https://www.facebook.com/MontgomerySentinel,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
takomavoice.com,Takoma Voice,MD,http://takomavoice.com,TakomaVoice,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecatoctinbanner.com,Catoctin Banner,MD,http://thecatoctinbanner.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pgpost.com,Prince George's Post,MD,http://www.pgpost.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
atlanticbreezes.com,Atlantic Breezes,MD,http://atlanticbreezes.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
thebottomlineonline.org,Bottom Line,MD,http://www.thebottomlineonline.org,BottomLineFSU,,http://www.facebook.com/FSUTBL,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
jhunewsletter.com,News-Letter,MD,http://www.jhunewsletter.com,JHUNewsLetter,,http://www.facebook.com/JHU.News.Letter,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thegreyhound.org,The Greyhound,MD,http://thegreyhound.org,loyolagreyhound,,,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thetowerlight.com,The Towerlight,MD,http://www.thetowerlight.com,TheTowerlight,https://www.youtube.com/user/TowerlightVideo/videos,http://www.facebook.com/thetowerlight,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
diamondbackonline.com,Diamondback,MD,http://www.diamondbackonline.com,thedbk,,http://www.facebook.com/pages/The-Diamondback/76122931746,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
retrieverweekly.com,Retriever Weekly,MD,http://www.retrieverweekly.com,retrieverweekly,https://www.youtube.com/user/RetrieverWeekly/videos,http://www.facebook.com/retrieverweekly,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
centralmaine.com,Kennebec Journal,ME,http://www.centralmaine.com,kj_online,http://www.youtube.com/user/NewsMaine,https://www.facebook.com/kennebecjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bangordailynews.com,Bangor Daily News,ME,http://bangordailynews.com,bangordailynews,http://www.youtube.com/user/thebangordailynews,https://www.facebook.com/bangordailynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
themaineedge.com,The Maine Edge,ME,http://www.themaineedge.com,themaineedge,,https://www.facebook.com/themaineedge,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
coastaljournal.com,Coastal Journal,ME,http://www.coastaljournal.com,CoastalJournal,,https://www.facebook.com/pages/The-Coastal-Journal/209006079124492,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bethelcitizen.com,Bethel Citizen,ME,http://bethelcitizen.com,,,https://www.facebook.com/bethel.citizen,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mainelymediallc.com,Biddeford-Saco-OOB Courier,ME,http://courier.mainelymediallc.com,TheCourierNews,https://www.youtube.com/user/Newsinthecourier,https://www.facebook.com/pages/Biddeford-Saco-OOB-Courier/148765485153419,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
journaltribune.com,Journal Tribune,ME,http://www.journaltribune.com,JournalTribune,https://www.youtube.com/channel/UCDf2PpOTcw_txf-zYCtuVSw,https://www.facebook.com/pages/Journal-Tribune/148632478512743,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
weeklypacket.com,Weekly Packet,ME,http://weeklypacket.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
boothbayregister.com,Boothbay Register,ME,http://www.boothbayregister.com,BBRegister,http://www.youtube.com/user/TheBoothbayRegister,https://www.facebook.com/BoothbayRegister,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bridgton.com,Bridgton News,ME,http://www.bridgton.com,,,https://www.facebook.com/thebridgtonnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
keepmecurrent.com,Lakes Region Weekly,ME,http://news.keepmecurrent.com/category/lakes-region-weekly/bridgton,,,https://www.facebook.com/lakesregionweekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
timesrecord.com,Times Record,ME,http://www.timesrecord.com,MidcoastNews,,https://www.facebook.com/TheTimesRecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bucksportenterprise.com,Bucksport Enterprise,ME,http://bucksportenterprise.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecalaisadvertiser.com,Calais Advertiser,ME,http://www.thecalaisadvertiser.com,TheCalaisAdv,,https://www.facebook.com/TheCalaisAdvertiser,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
capecourier.com,Cape Courier,ME,http://www.capecourier.com,,,https://www.facebook.com/pages/The-Cape-Courier/111861322200673,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
republican-me.com,Aroostook Republican,ME,http://www.republican-me.com,,,https://www.facebook.com/aroostookrepublican,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lcnme.com,Lincoln County News,ME,http://lcnme.com,lcnme,https://www.youtube.com/channel/UCpzdtDwtg_nC-pw0VY23aGw,https://www.facebook.com/lcnme/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
easterngazette.com,Eastern Gazette,ME,http://www.easterngazette.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
observer-me.com,Piscataquis Observer,ME,http://www.observer-me.com,,,https://www.facebook.com/thepiscataquisobserver,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
quoddytides.com,Quoddy Tides,ME,http://quoddytides.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ellsworthamerican.com,Ellsworth American,ME,http://www.ellsworthamerican.com,EllsAmerican,https://www.youtube.com/channel/UCENVVQPJYDMP_ejzZ4eoRLA,https://www.facebook.com/ellsam,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mdislander.com,Mount Desert Islander,ME,http://www.mdislander.com,TheMDIslander,,https://www.facebook.com/mdislander,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
theforecaster.net,Forecaster,ME,http://www.theforecaster.net,the_forecaster,http://www.youtube.com/user/Forecasternews,https://www.facebook.com/theforecaster,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thefranklinjournal.com,Franklin Journal,ME,http://thefranklinjournal.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gorhamtimes.com,Gorham Times,ME,http://www.gorhamtimes.com,,http://www.youtube.com/user/gorhamtimes,https://www.facebook.com/GorhamTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pioneertimes-me.com,Houlton Pioneer Times,ME,http://www.pioneertimes-me.com,,,https://www.facebook.com/pages/Houlton-Pioneer-Times/765807986815470,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
seacoastonline.com,York County Coast Star,ME,http://www.seacoastonline.com/YorkStar,YorkCountyCoast,,https://www.facebook.com/pages/York-County-Coast-Star/145396518815013,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
theirregular.com,Kingfield Irregular,ME,http://www.theirregular.com,,,https://www.facebook.com/The.Original.Irregular,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
sunjournal.com,Sun-Journal,ME,http://www.sunjournal.com,sunjournal,http://www.youtube.com/user/sunjournal,https://www.facebook.com/sunjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
twincitytimes.com,Twin City Times,ME,http://www.twincitytimes.com,twincitytimes,,https://www.facebook.com/twincitytimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lincnews.com,Lincoln News,ME,http://www.lincnews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lfadvertiser.com,Livermore Falls Advertiser,ME,http://lfadvertiser.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
machiasnews.com,Machias Valley News Observer,ME,http://machiasnews.com,machiasnews,,https://www.facebook.com/machiasnews/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
sjvalley-times.com,St. John Valley Times,ME,http://www.sjvalley-times.com,,,https://www.facebook.com/pages/St-John-Valley-Times/78887557401,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
magic-city-news.com,Magic City Morning Star,ME,http://www.magic-city-news.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
trcmaine.org,Three Rivers News,ME,http://www.trcmaine.org,threeriversme,https://www.youtube.com/user/TRCMaine,https://www.facebook.com/trcmaine,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
rollingthunderexpress.com,Rolling Thunder Express,ME,http://www.rollingthunderexpress.com,,,https://www.facebook.com/rollingthunderexpress,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
advertiserdemocrat.com,Advertiser Democrat,ME,http://advertiserdemocrat.com,AdvDem,,https://www.facebook.com/pages/Advertiser-Democrat/146017835422698,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thepenobscottimes.com,Penobscot Times,ME,http://thepenobscottimes.com,,,https://www.facebook.com/pages/The-Penobscot-Times/334398026969,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mainebiz.biz,Mainebiz,ME,http://www.mainebiz.biz,Mainebiz,https://www.youtube.com/user/MainebizOnline,https://www.facebook.com/Mainebiz,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pressherald.com,Portland Press Herald,ME,http://www.pressherald.com,pressherald,http://www.youtube.com/user/ThePressherald,https://www.facebook.com/pressherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
starherald-me.com,Presque Isle Star-Herald,ME,http://starherald-me.com,,,https://www.facebook.com/PresqueIsleStarHerald/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
freepressonline.com,Free Press,ME,http://www.freepressonline.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
rumfordfallstimes.com,Rumford Falls Times,ME,http://rumfordfallstimes.com,,,https://www.facebook.com/pages/Rumford-Falls-Times/129901330399062,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
maineinsights.com,Maine Insights,ME,http://maineinsights.com,maineinsights,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
islandadvantages.com,Island Ad-Vantages,ME,http://islandadvantages.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
waterbororeporter.com,Waterboro Reporter,ME,http://www.waterbororeporter.com,,,https://www.facebook.com/TheWaterboroReporter,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thewindhameagle.com,Windham Eagle,ME,http://www.thewindhameagle.com,WindhamEagle,,https://www.facebook.com/TheWindhamEagle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wiscassetnewspaper.com,Wiscasset Newspaper,ME,http://www.wiscassetnewspaper.com,WiscassetNews,,https://www.facebook.com/wiscassetnewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
la-mag.com,Lewiston Auburn Magazine,ME,http://www.la-mag.com,LewAubMagazine,,https://www.facebook.com/LewistonAuburnMagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
downeast.com,Down East,ME,http://www.downeast.com,MagazineofMaine,,https://www.facebook.com/downeastmagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
gulfofmaine.org,Gulf of Maine Times,ME,http://www.gulfofmaine.org/gomt,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
maineboats.com,"Maine Boats, Homes & Harbors",ME,http://www.maineboats.com,maineboats,,https://www.facebook.com/maineboatshomesandharbors,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
maineguides.com,Maine Guides Online,ME,http://maineguides.com,MaineGuides,,https://www.facebook.com/maineguides,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
mainesportsman.com,Maine Sportsman,ME,http://www.mainesportsman.com,,,https://www.facebook.com/mainesportsman,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
sportingjournal.com,Northwoods Sporting Jour.,ME,http://www.sportingjournal.com,,http://www.youtube.com/user/nwsjtv,https://www.facebook.com/northwoodssportingjournal,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
points-east.com,Points East,ME,http://www.points-east.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
abbington.com,Visitors Information,ME,http://www.abbington.com/maine.html,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
bowdoinorient.com,Bowdoin Orient,ME,http://bowdoinorient.com,bowdoinorient,https://www.youtube.com/user/bowdoinorient/videos,http://www.facebook.com/bowdoinorient,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecolbyecho.com,Colby Echo,ME,http://www.thecolbyecho.com,thecolbyecho,https://www.youtube.com/user/thecolbyecho/videos,http://www.facebook.com/thecolbyecho,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
usmfreepress.org,Free Press,ME,http://usmfreepress.org,usmfreepress,http://vimeo.com/user3583451,https://www.facebook.com/usmfreepress,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mainecampus.com,Maine Campus,ME,http://mainecampus.com,themainecampus,https://www.youtube.com/user/mainecampus/videos,http://www.facebook.com/themainecampus,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lenconnect.com,Daily Telegram,MI,http://www.lenconnect.com,lenaweenews ,http://www.youtube.com/user/thedailytelegram,https://www.facebook.com/thedailytelegram,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
allegannews.com,Allegan County News,MI,http://www.allegannews.com,,https://www.youtube.com/channel/UC_WTBVZwDoyT_bmMugShQaw,https://www.facebook.com/AlleganCountyNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thealpenanews.com,Alpena News,MI,http://www.thealpenanews.com,TheAlpenaNews,http://www.youtube.com/user/AlpenaNewspaper,https://www.facebook.com/TheAlpenaNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
a2indy.com,Ann Arbor independent,MI,http://www.a2indy.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mlive.com,Ann Arbor News,MI,http://www.mlive.com/ann-arbor,annarbornews,http://www.youtube.com/user/mlivevideo,https://www.facebook.com/annarbornews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mihomepaper.com,Huron County View,MI,http://huroncountyview.mihomepaper.com,,,https://www.facebook.com/hcview,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
michigansthumb.com,Huron Daily Tribune,MI,http://www.michigansthumb.com,,,https://www.facebook.com/Huron-Daily-Tribune-SportsNews-146725758694091/timeline/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pioneergroup.com,Lake County Star,MI,http://news.pioneergroup.com/lakecountystar,lakecountystar,https://www.youtube.com/user/lakecountystar,https://www.facebook.com/lakecountystar,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
battlecreekenquirer.com,Battle Creek Enquirer,MI,http://www.battlecreekenquirer.com,bcenquirer,https://www.youtube.com/channel/UCdCqWjtr2X_qJfutOuQsQtQ,https://www.facebook.com/battlecreekenquirer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
antrimreview.net,Antrim Review,MI,http://www.antrimreview.net,,,https://www.facebook.com/antrim.review,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bellevilleareaindependent.com,Belleville-Area Independent,MI,http://bellevilleareaindependent.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bentonspiritnews.com,Benton Spirit,MI,http://bentonspiritnews.com,,,https://www.facebook.com/Benton-Spirit-Community-Newspaper-133829050066431/timeline/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thejournalera.com,Berrien Springs Journal Era,MI,http://www.thejournalera.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hometownlife.com,Birmingham Eccentric,MI,http://www.hometownlife.com/news/eccentric-birmingham,BhmEccentric,,https://www.facebook.com/BhamEccentric,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
candgnews.com,Birmingham-Bloomfield Eagle,MI,http://www.candgnews.com/newspaper/birminghambloomfieldeagle,BBEagleNews,,https://www.facebook.com/BirminghamBloomfieldEagle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
blissfieldadvance.com,Blissfield Advance,MI,http://www.blissfieldadvance.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
boynegazette.com,Boyne City Gazette,MI,http://www.boynegazette.com,bcgazette,,https://www.facebook.com/bcgazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
baymillsnews.com,Bay Mills News,MI,http://www.baymillsnews.com,,,https://www.facebook.com/pages/Bay-Mills-News/160556167298759,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
theexponent.com,Exponent,MI,http://theexponent.com,,http://www.youtube.com/user/BrooklynExponent1,https://www.facebook.com/pages/The-Brooklyn-Exponent/309085142482833,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
